Θユら戳,坝珇腹,戳る(秅),Θユ丁,Θユ基,Θユ计秖(B+S),る基,环る基,秨絃栋膙基 
20180817,BRF    ,201810     ,150000,2195.5,4,-,-,*
20180817,BRF    ,201810     ,150816,2199,2,-,-, 
20180817,BRF    ,201810     ,150833,2198.5,2,-,-, 
20180817,BRF    ,201810     ,152205,2197.5,2,-,-, 
20180817,BRF    ,201810     ,152206,2197,4,-,-, 
20180817,BRF    ,201810     ,154004,2199.5,2,-,-, 
20180817,BRF    ,201810     ,154424,2201.5,2,-,-, 
20180817,BRF    ,201810     ,154552,2203,4,-,-, 
20180817,BRF    ,201810     ,154720,2204,4,-,-, 
20180817,BRF    ,201810     ,155830,2202.5,2,-,-, 
20180817,BRF    ,201810     ,161038,2206.5,2,-,-, 
20180817,BRF    ,201810     ,161113,2206.5,2,-,-, 
20180817,BRF    ,201810     ,175508,2201.5,2,-,-, 
20180817,BRF    ,201810     ,175522,2201.5,2,-,-, 
20180817,BRF    ,201810     ,175724,2204,2,-,-, 
20180817,BRF    ,201810     ,175729,2204,2,-,-, 
20180817,BRF    ,201810     ,175753,2203,2,-,-, 
20180817,BRF    ,201810     ,175818,2203,2,-,-, 
20180817,BRF    ,201810     ,175847,2207,2,-,-, 
20180817,BRF    ,201810     ,175944,2207.5,2,-,-, 
20180817,BRF    ,201810     ,180028,2207.5,2,-,-, 
20180817,BRF    ,201810     ,180038,2207.5,2,-,-, 
20180817,BRF    ,201810     ,180157,2204.5,2,-,-, 
20180817,BRF    ,201810     ,180207,2204.5,2,-,-, 
20180817,BRF    ,201810     ,180354,2205.5,2,-,-, 
20180817,BRF    ,201810     ,182305,2218.5,2,-,-, 
20180817,BRF    ,201810     ,183037,2217,2,-,-, 
20180817,BRF    ,201810     ,183548,2217,2,-,-, 
20180817,BRF    ,201810     ,184247,2218,2,-,-, 
20180817,BRF    ,201810     ,184306,2218.5,2,-,-, 
20180817,BRF    ,201810     ,184525,2222,2,-,-, 
20180817,BRF    ,201810     ,184629,2221.5,2,-,-, 
20180817,BRF    ,201810     ,184641,2222,2,-,-, 
20180817,BRF    ,201810     ,184805,2222.5,2,-,-, 
20180817,BRF    ,201810     ,184904,2222.5,2,-,-, 
20180817,BRF    ,201810     ,192730,2218.5,2,-,-, 
20180817,BRF    ,201810     ,195819,2218,2,-,-, 
20180817,BRF    ,201810     ,201022,2225,2,-,-, 
20180817,BRF    ,201810     ,201036,2225,2,-,-, 
20180817,BRF    ,201810     ,204157,2226,2,-,-, 
20180817,BRF    ,201810     ,214108,2223.5,2,-,-, 
20180817,BRF    ,201810     ,220702,2215,2,-,-, 
20180817,BRF    ,201810     ,221430,2217,6,-,-, 
20180817,BRF    ,201810     ,223019,2211.5,2,-,-, 
20180817,BRF    ,201810     ,225305,2209,2,-,-, 
20180817,BRF    ,201810     ,225842,2211,6,-,-, 
20180817,BRF    ,201810     ,231246,2203.5,2,-,-, 
20180817,BRF    ,201810     ,231915,2206,2,-,-, 
20180818,BRF    ,201810     ,000506,2205.5,2,-,-, 
20180818,BRF    ,201810     ,002613,2204,2,-,-, 
20180818,BRF    ,201810     ,003123,2204.5,2,-,-, 
20180818,BRF    ,201810     ,015043,2201.5,4,-,-, 
20180818,BRF    ,201810     ,023219,2215,2,-,-, 
20180817,BRF    ,201811     ,183743,2222,2,-,-, 
20180817,BRF    ,201811     ,183801,2222,2,-,-, 
20180817,BRF    ,201811     ,184020,2222,2,-,-, 
20180817,BRF    ,201811     ,184115,2222,2,-,-, 
20180817,BRF    ,201811     ,184142,2223,2,-,-, 
20180817,BRF    ,201811     ,184247,2222.5,2,-,-, 
20180817,BRF    ,201811     ,184334,2223.5,2,-,-, 
20180817,BRF    ,201811     ,184438,2223.5,2,-,-, 
20180817,BRF    ,201811     ,184545,2227,2,-,-, 
20180817,BRF    ,201811     ,184603,2227,2,-,-, 
20180817,BRF    ,201811     ,184613,2227,2,-,-, 
20180817,BRF    ,201811     ,184944,2225.5,2,-,-, 
20180817,BRF    ,201811     ,185003,2225.5,2,-,-, 
20180817,BRF    ,201811     ,185003,2225.5,2,-,-, 
20180817,BRF    ,201811     ,220910,2219.5,2,-,-, 
20180818,BRF    ,201811     ,000141,2211.5,2,-,-, 
20180818,BRF    ,201811     ,000422,2210.5,2,-,-, 
20180818,BRF    ,201811     ,011412,2201.5,2,-,-, 
20180817,MTX    ,201808W4     ,150000,10676,6,-,-,*
20180817,MTX    ,201808W4     ,150156,10669,2,-,-, 
20180817,MTX    ,201808W4     ,150318,10670,2,-,-, 
20180817,MTX    ,201808W4     ,150712,10672,2,-,-, 
20180817,MTX    ,201808W4     ,150742,10674,2,-,-, 
20180817,MTX    ,201808W4     ,150744,10674,2,-,-, 
20180817,MTX    ,201808W4     ,151520,10666,2,-,-, 
20180817,MTX    ,201808W4     ,151559,10665,2,-,-, 
20180817,MTX    ,201808W4     ,152351,10669,4,-,-, 
20180817,MTX    ,201808W4     ,152419,10669,4,-,-, 
20180817,MTX    ,201808W4     ,153550,10656,2,-,-, 
20180817,MTX    ,201808W4     ,153641,10655,2,-,-, 
20180817,MTX    ,201808W4     ,153725,10651,2,-,-, 
20180817,MTX    ,201808W4     ,153750,10650,2,-,-, 
20180817,MTX    ,201808W4     ,153901,10651,2,-,-, 
20180817,MTX    ,201808W4     ,154008,10654,4,-,-, 
20180817,MTX    ,201808W4     ,154401,10650,2,-,-, 
20180817,MTX    ,201808W4     ,154509,10646,2,-,-, 
20180817,MTX    ,201808W4     ,154919,10655,2,-,-, 
20180817,MTX    ,201808W4     ,155802,10656,2,-,-, 
20180817,MTX    ,201808W4     ,155807,10654,2,-,-, 
20180817,MTX    ,201808W4     ,160117,10652,2,-,-, 
20180817,MTX    ,201808W4     ,160156,10651,2,-,-, 
20180817,MTX    ,201808W4     ,160835,10658,2,-,-, 
20180817,MTX    ,201808W4     ,163017,10662,2,-,-, 
20180817,MTX    ,201808W4     ,163124,10663,2,-,-, 
20180817,MTX    ,201808W4     ,163707,10668,8,-,-, 
20180817,MTX    ,201808W4     ,164640,10672,2,-,-, 
20180817,MTX    ,201808W4     ,164640,10670,4,-,-, 
20180817,MTX    ,201808W4     ,164940,10670,2,-,-, 
20180817,MTX    ,201808W4     ,165021,10665,2,-,-, 
20180817,MTX    ,201808W4     ,170042,10668,4,-,-, 
20180817,MTX    ,201808W4     ,172422,10651,2,-,-, 
20180817,MTX    ,201808W4     ,180841,10642,2,-,-, 
20180817,MTX    ,201808W4     ,180841,10645,2,-,-, 
20180817,MTX    ,201808W4     ,180859,10643,2,-,-, 
20180817,MTX    ,201808W4     ,181416,10643,2,-,-, 
20180817,MTX    ,201808W4     ,182526,10645,2,-,-, 
20180817,MTX    ,201808W4     ,190813,10654,2,-,-, 
20180817,MTX    ,201808W4     ,191719,10650,2,-,-, 
20180817,MTX    ,201808W4     ,192233,10649,2,-,-, 
20180817,MTX    ,201808W4     ,194135,10645,2,-,-, 
20180817,MTX    ,201808W4     ,213826,10649,2,-,-, 
20180817,MTX    ,201808W4     ,213859,10654,2,-,-, 
20180817,MTX    ,201808W4     ,214839,10645,2,-,-, 
20180817,MTX    ,201808W4     ,214839,10644,2,-,-, 
20180817,MTX    ,201808W4     ,214839,10644,2,-,-, 
20180817,MTX    ,201808W4     ,214839,10644,2,-,-, 
20180817,MTX    ,201808W4     ,214839,10644,2,-,-, 
20180817,MTX    ,201808W4     ,215103,10644,2,-,-, 
20180817,MTX    ,201808W4     ,215103,10644,2,-,-, 
20180817,MTX    ,201808W4     ,215103,10644,2,-,-, 
20180817,MTX    ,201808W4     ,215103,10644,2,-,-, 
20180817,MTX    ,201808W4     ,215537,10646,2,-,-, 
20180817,MTX    ,201808W4     ,215537,10644,2,-,-, 
20180817,MTX    ,201808W4     ,215537,10644,2,-,-, 
20180817,MTX    ,201808W4     ,215537,10644,2,-,-, 
20180817,MTX    ,201808W4     ,215537,10644,2,-,-, 
20180817,MTX    ,201808W4     ,215537,10644,2,-,-, 
20180817,MTX    ,201808W4     ,215537,10644,2,-,-, 
20180817,MTX    ,201808W4     ,215537,10644,2,-,-, 
20180817,MTX    ,201808W4     ,215537,10644,2,-,-, 
20180817,MTX    ,201808W4     ,215801,10652,2,-,-, 
20180817,MTX    ,201808W4     ,215801,10651,2,-,-, 
20180817,MTX    ,201808W4     ,215801,10650,2,-,-, 
20180817,MTX    ,201808W4     ,215801,10648,2,-,-, 
20180817,MTX    ,201808W4     ,215801,10648,2,-,-, 
20180817,MTX    ,201808W4     ,215924,10648,2,-,-, 
20180817,MTX    ,201808W4     ,221227,10647,2,-,-, 
20180817,MTX    ,201808W4     ,221810,10638,2,-,-, 
20180817,MTX    ,201808W4     ,222627,10635,2,-,-, 
20180817,MTX    ,201808W4     ,225143,10649,4,-,-, 
20180817,MTX    ,201808W4     ,225217,10649,2,-,-, 
20180817,MTX    ,201808W4     ,225217,10649,2,-,-, 
20180817,MTX    ,201808W4     ,232257,10660,2,-,-, 
20180817,MTX    ,201808W4     ,232751,10660,2,-,-, 
20180817,MTX    ,201808W4     ,233041,10665,2,-,-, 
20180817,MTX    ,201808W4     ,233616,10661,2,-,-, 
20180817,MTX    ,201808W4     ,233616,10661,2,-,-, 
20180817,MTX    ,201808W4     ,234128,10665,4,-,-, 
20180817,MTX    ,201808W4     ,234158,10664,2,-,-, 
20180817,MTX    ,201808W4     ,234235,10669,2,-,-, 
20180817,MTX    ,201808W4     ,234801,10665,2,-,-, 
20180817,MTX    ,201808W4     ,234801,10665,2,-,-, 
20180817,MTX    ,201808W4     ,234914,10670,2,-,-, 
20180817,MTX    ,201808W4     ,234944,10668,2,-,-, 
20180817,MTX    ,201808W4     ,235441,10676,2,-,-, 
20180818,MTX    ,201808W4     ,002120,10670,2,-,-, 
20180818,MTX    ,201808W4     ,003049,10668,2,-,-, 
20180818,MTX    ,201808W4     ,003621,10663,2,-,-, 
20180818,MTX    ,201808W4     ,004609,10661,2,-,-, 
20180818,MTX    ,201808W4     ,010621,10658,2,-,-, 
20180818,MTX    ,201808W4     ,010854,10657,2,-,-, 
20180818,MTX    ,201808W4     ,011939,10662,2,-,-, 
20180818,MTX    ,201808W4     ,011939,10661,2,-,-, 
20180818,MTX    ,201808W4     ,013317,10660,2,-,-, 
20180818,MTX    ,201808W4     ,013317,10660,2,-,-, 
20180818,MTX    ,201808W4     ,015741,10666,2,-,-, 
20180818,MTX    ,201808W4     ,015741,10667,2,-,-, 
20180818,MTX    ,201808W4     ,015742,10668,2,-,-, 
20180818,MTX    ,201808W4     ,015742,10668,2,-,-, 
20180818,MTX    ,201808W4     ,015743,10668,2,-,-, 
20180818,MTX    ,201808W4     ,015743,10667,2,-,-, 
20180818,MTX    ,201808W4     ,015743,10668,2,-,-, 
20180818,MTX    ,201808W4     ,020427,10678,2,-,-, 
20180818,MTX    ,201808W4     ,020428,10678,2,-,-, 
20180818,MTX    ,201808W4     ,020436,10679,2,-,-, 
20180818,MTX    ,201808W4     ,020439,10681,2,-,-, 
20180818,MTX    ,201808W4     ,020439,10682,2,-,-, 
20180818,MTX    ,201808W4     ,020439,10689,2,-,-, 
20180818,MTX    ,201808W4     ,020439,10682,2,-,-, 
20180818,MTX    ,201808W4     ,020500,10684,2,-,-, 
20180818,MTX    ,201808W4     ,020501,10684,2,-,-, 
20180818,MTX    ,201808W4     ,020501,10684,2,-,-, 
20180818,MTX    ,201808W4     ,020503,10686,2,-,-, 
20180818,MTX    ,201808W4     ,020505,10687,2,-,-, 
20180818,MTX    ,201808W4     ,020520,10689,2,-,-, 
20180818,MTX    ,201808W4     ,020520,10689,2,-,-, 
20180818,MTX    ,201808W4     ,020520,10689,2,-,-, 
20180818,MTX    ,201808W4     ,020521,10688,2,-,-, 
20180818,MTX    ,201808W4     ,020526,10688,2,-,-, 
20180818,MTX    ,201808W4     ,020526,10688,2,-,-, 
20180818,MTX    ,201808W4     ,024039,10689,2,-,-, 
20180818,MTX    ,201808W4     ,034046,10701,2,-,-, 
20180818,MTX    ,201808W4     ,035208,10701,2,-,-, 
20180818,MTX    ,201808W4     ,044510,10698,2,-,-, 
20180818,MTX    ,201808W4     ,045433,10697,2,-,-, 
20180818,MTX    ,201808W4     ,045935,10700,2,-,-, 
20180817,MTX    ,201809     ,150000,10655,110,-,-,*
20180817,MTX    ,201809     ,150000,10655,2,-,-, 
20180817,MTX    ,201809     ,150000,10654,2,-,-, 
20180817,MTX    ,201809     ,150000,10654,2,-,-, 
20180817,MTX    ,201809     ,150000,10654,2,-,-, 
20180817,MTX    ,201809     ,150000,10654,2,-,-, 
20180817,MTX    ,201809     ,150000,10654,2,-,-, 
20180817,MTX    ,201809     ,150000,10653,4,-,-, 
20180817,MTX    ,201809     ,150000,10653,2,-,-, 
20180817,MTX    ,201809     ,150000,10655,2,-,-, 
20180817,MTX    ,201809     ,150000,10655,2,-,-, 
20180817,MTX    ,201809     ,150000,10656,24,-,-, 
20180817,MTX    ,201809     ,150000,10655,2,-,-, 
20180817,MTX    ,201809     ,150001,10653,2,-,-, 
20180817,MTX    ,201809     ,150001,10653,2,-,-, 
20180817,MTX    ,201809     ,150001,10653,2,-,-, 
20180817,MTX    ,201809     ,150001,10652,2,-,-, 
20180817,MTX    ,201809     ,150001,10652,2,-,-, 
20180817,MTX    ,201809     ,150001,10652,2,-,-, 
20180817,MTX    ,201809     ,150001,10652,2,-,-, 
20180817,MTX    ,201809     ,150001,10652,2,-,-, 
20180817,MTX    ,201809     ,150001,10652,2,-,-, 
20180817,MTX    ,201809     ,150001,10654,2,-,-, 
20180817,MTX    ,201809     ,150001,10653,2,-,-, 
20180817,MTX    ,201809     ,150001,10654,2,-,-, 
20180817,MTX    ,201809     ,150001,10654,2,-,-, 
20180817,MTX    ,201809     ,150002,10654,2,-,-, 
20180817,MTX    ,201809     ,150002,10654,2,-,-, 
20180817,MTX    ,201809     ,150003,10654,2,-,-, 
20180817,MTX    ,201809     ,150004,10654,2,-,-, 
20180817,MTX    ,201809     ,150004,10652,4,-,-, 
20180817,MTX    ,201809     ,150006,10654,2,-,-, 
20180817,MTX    ,201809     ,150006,10653,2,-,-, 
20180817,MTX    ,201809     ,150006,10652,22,-,-, 
20180817,MTX    ,201809     ,150006,10652,2,-,-, 
20180817,MTX    ,201809     ,150006,10652,4,-,-, 
20180817,MTX    ,201809     ,150007,10654,2,-,-, 
20180817,MTX    ,201809     ,150008,10655,2,-,-, 
20180817,MTX    ,201809     ,150014,10654,2,-,-, 
20180817,MTX    ,201809     ,150016,10653,2,-,-, 
20180817,MTX    ,201809     ,150019,10654,2,-,-, 
20180817,MTX    ,201809     ,150019,10654,2,-,-, 
20180817,MTX    ,201809     ,150020,10654,2,-,-, 
20180817,MTX    ,201809     ,150021,10655,2,-,-, 
20180817,MTX    ,201809     ,150023,10654,2,-,-, 
20180817,MTX    ,201809     ,150023,10655,4,-,-, 
20180817,MTX    ,201809     ,150023,10654,2,-,-, 
20180817,MTX    ,201809     ,150024,10654,2,-,-, 
20180817,MTX    ,201809     ,150025,10654,2,-,-, 
20180817,MTX    ,201809     ,150025,10655,4,-,-, 
20180817,MTX    ,201809     ,150026,10654,2,-,-, 
20180817,MTX    ,201809     ,150028,10654,2,-,-, 
20180817,MTX    ,201809     ,150028,10654,2,-,-, 
20180817,MTX    ,201809     ,150029,10654,2,-,-, 
20180817,MTX    ,201809     ,150029,10654,2,-,-, 
20180817,MTX    ,201809     ,150029,10654,2,-,-, 
20180817,MTX    ,201809     ,150030,10655,10,-,-, 
20180817,MTX    ,201809     ,150032,10655,2,-,-, 
20180817,MTX    ,201809     ,150033,10654,2,-,-, 
20180817,MTX    ,201809     ,150033,10654,2,-,-, 
20180817,MTX    ,201809     ,150033,10654,2,-,-, 
20180817,MTX    ,201809     ,150035,10654,2,-,-, 
20180817,MTX    ,201809     ,150040,10655,8,-,-, 
20180817,MTX    ,201809     ,150040,10655,2,-,-, 
20180817,MTX    ,201809     ,150040,10656,2,-,-, 
20180817,MTX    ,201809     ,150041,10655,2,-,-, 
20180817,MTX    ,201809     ,150041,10656,8,-,-, 
20180817,MTX    ,201809     ,150042,10655,2,-,-, 
20180817,MTX    ,201809     ,150044,10655,8,-,-, 
20180817,MTX    ,201809     ,150044,10655,6,-,-, 
20180817,MTX    ,201809     ,150044,10654,2,-,-, 
20180817,MTX    ,201809     ,150044,10654,2,-,-, 
20180817,MTX    ,201809     ,150044,10654,2,-,-, 
20180817,MTX    ,201809     ,150044,10654,4,-,-, 
20180817,MTX    ,201809     ,150044,10654,2,-,-, 
20180817,MTX    ,201809     ,150044,10654,4,-,-, 
20180817,MTX    ,201809     ,150049,10655,2,-,-, 
20180817,MTX    ,201809     ,150049,10655,2,-,-, 
20180817,MTX    ,201809     ,150051,10655,6,-,-, 
20180817,MTX    ,201809     ,150052,10655,2,-,-, 
20180817,MTX    ,201809     ,150052,10655,2,-,-, 
20180817,MTX    ,201809     ,150052,10655,2,-,-, 
20180817,MTX    ,201809     ,150052,10655,2,-,-, 
20180817,MTX    ,201809     ,150053,10655,2,-,-, 
20180817,MTX    ,201809     ,150054,10655,2,-,-, 
20180817,MTX    ,201809     ,150056,10655,2,-,-, 
20180817,MTX    ,201809     ,150100,10655,2,-,-, 
20180817,MTX    ,201809     ,150100,10655,2,-,-, 
20180817,MTX    ,201809     ,150100,10655,12,-,-, 
20180817,MTX    ,201809     ,150106,10655,2,-,-, 
20180817,MTX    ,201809     ,150106,10656,2,-,-, 
20180817,MTX    ,201809     ,150110,10655,2,-,-, 
20180817,MTX    ,201809     ,150110,10654,2,-,-, 
20180817,MTX    ,201809     ,150110,10654,2,-,-, 
20180817,MTX    ,201809     ,150110,10654,2,-,-, 
20180817,MTX    ,201809     ,150110,10654,2,-,-, 
20180817,MTX    ,201809     ,150110,10654,2,-,-, 
20180817,MTX    ,201809     ,150110,10654,2,-,-, 
20180817,MTX    ,201809     ,150110,10653,2,-,-, 
20180817,MTX    ,201809     ,150110,10653,2,-,-, 
20180817,MTX    ,201809     ,150110,10653,4,-,-, 
20180817,MTX    ,201809     ,150110,10653,2,-,-, 
20180817,MTX    ,201809     ,150110,10653,2,-,-, 
20180817,MTX    ,201809     ,150110,10653,2,-,-, 
20180817,MTX    ,201809     ,150110,10653,20,-,-, 
20180817,MTX    ,201809     ,150111,10652,2,-,-, 
20180817,MTX    ,201809     ,150111,10652,2,-,-, 
20180817,MTX    ,201809     ,150111,10652,2,-,-, 
20180817,MTX    ,201809     ,150111,10652,2,-,-, 
20180817,MTX    ,201809     ,150111,10652,2,-,-, 
20180817,MTX    ,201809     ,150111,10652,2,-,-, 
20180817,MTX    ,201809     ,150111,10652,2,-,-, 
20180817,MTX    ,201809     ,150111,10652,2,-,-, 
20180817,MTX    ,201809     ,150112,10651,2,-,-, 
20180817,MTX    ,201809     ,150112,10651,2,-,-, 
20180817,MTX    ,201809     ,150112,10651,2,-,-, 
20180817,MTX    ,201809     ,150112,10651,2,-,-, 
20180817,MTX    ,201809     ,150112,10651,2,-,-, 
20180817,MTX    ,201809     ,150112,10651,2,-,-, 
20180817,MTX    ,201809     ,150112,10651,2,-,-, 
20180817,MTX    ,201809     ,150112,10651,2,-,-, 
20180817,MTX    ,201809     ,150113,10653,2,-,-, 
20180817,MTX    ,201809     ,150114,10651,2,-,-, 
20180817,MTX    ,201809     ,150114,10651,12,-,-, 
20180817,MTX    ,201809     ,150114,10651,2,-,-, 
20180817,MTX    ,201809     ,150114,10651,2,-,-, 
20180817,MTX    ,201809     ,150114,10651,20,-,-, 
20180817,MTX    ,201809     ,150114,10651,16,-,-, 
20180817,MTX    ,201809     ,150114,10651,18,-,-, 
20180817,MTX    ,201809     ,150114,10651,20,-,-, 
20180817,MTX    ,201809     ,150114,10651,2,-,-, 
20180817,MTX    ,201809     ,150114,10651,20,-,-, 
20180817,MTX    ,201809     ,150114,10651,2,-,-, 
20180817,MTX    ,201809     ,150114,10651,2,-,-, 
20180817,MTX    ,201809     ,150114,10651,6,-,-, 
20180817,MTX    ,201809     ,150114,10651,6,-,-, 
20180817,MTX    ,201809     ,150114,10651,4,-,-, 
20180817,MTX    ,201809     ,150114,10651,8,-,-, 
20180817,MTX    ,201809     ,150114,10651,2,-,-, 
20180817,MTX    ,201809     ,150116,10651,2,-,-, 
20180817,MTX    ,201809     ,150116,10651,2,-,-, 
20180817,MTX    ,201809     ,150116,10651,2,-,-, 
20180817,MTX    ,201809     ,150119,10651,2,-,-, 
20180817,MTX    ,201809     ,150119,10650,2,-,-, 
20180817,MTX    ,201809     ,150119,10650,2,-,-, 
20180817,MTX    ,201809     ,150119,10650,2,-,-, 
20180817,MTX    ,201809     ,150120,10650,2,-,-, 
20180817,MTX    ,201809     ,150120,10650,2,-,-, 
20180817,MTX    ,201809     ,150121,10650,2,-,-, 
20180817,MTX    ,201809     ,150122,10651,2,-,-, 
20180817,MTX    ,201809     ,150123,10650,2,-,-, 
20180817,MTX    ,201809     ,150124,10651,2,-,-, 
20180817,MTX    ,201809     ,150124,10651,2,-,-, 
20180817,MTX    ,201809     ,150124,10651,6,-,-, 
20180817,MTX    ,201809     ,150124,10652,2,-,-, 
20180817,MTX    ,201809     ,150124,10651,2,-,-, 
20180817,MTX    ,201809     ,150125,10650,2,-,-, 
20180817,MTX    ,201809     ,150125,10650,2,-,-, 
20180817,MTX    ,201809     ,150125,10650,4,-,-, 
20180817,MTX    ,201809     ,150125,10651,2,-,-, 
20180817,MTX    ,201809     ,150126,10651,2,-,-, 
20180817,MTX    ,201809     ,150129,10651,4,-,-, 
20180817,MTX    ,201809     ,150130,10651,2,-,-, 
20180817,MTX    ,201809     ,150130,10650,2,-,-, 
20180817,MTX    ,201809     ,150130,10651,4,-,-, 
20180817,MTX    ,201809     ,150132,10652,4,-,-, 
20180817,MTX    ,201809     ,150132,10652,14,-,-, 
20180817,MTX    ,201809     ,150135,10652,2,-,-, 
20180817,MTX    ,201809     ,150136,10653,2,-,-, 
20180817,MTX    ,201809     ,150137,10652,4,-,-, 
20180817,MTX    ,201809     ,150138,10653,2,-,-, 
20180817,MTX    ,201809     ,150139,10653,2,-,-, 
20180817,MTX    ,201809     ,150139,10653,2,-,-, 
20180817,MTX    ,201809     ,150140,10653,2,-,-, 
20180817,MTX    ,201809     ,150141,10652,2,-,-, 
20180817,MTX    ,201809     ,150141,10652,6,-,-, 
20180817,MTX    ,201809     ,150141,10652,4,-,-, 
20180817,MTX    ,201809     ,150142,10653,2,-,-, 
20180817,MTX    ,201809     ,150143,10654,2,-,-, 
20180817,MTX    ,201809     ,150143,10654,16,-,-, 
20180817,MTX    ,201809     ,150143,10654,6,-,-, 
20180817,MTX    ,201809     ,150144,10655,2,-,-, 
20180817,MTX    ,201809     ,150145,10655,2,-,-, 
20180817,MTX    ,201809     ,150146,10654,2,-,-, 
20180817,MTX    ,201809     ,150147,10654,6,-,-, 
20180817,MTX    ,201809     ,150149,10654,6,-,-, 
20180817,MTX    ,201809     ,150155,10653,2,-,-, 
20180817,MTX    ,201809     ,150155,10653,2,-,-, 
20180817,MTX    ,201809     ,150156,10653,2,-,-, 
20180817,MTX    ,201809     ,150158,10653,2,-,-, 
20180817,MTX    ,201809     ,150158,10653,8,-,-, 
20180817,MTX    ,201809     ,150158,10653,2,-,-, 
20180817,MTX    ,201809     ,150158,10653,2,-,-, 
20180817,MTX    ,201809     ,150200,10653,2,-,-, 
20180817,MTX    ,201809     ,150201,10654,14,-,-, 
20180817,MTX    ,201809     ,150202,10654,6,-,-, 
20180817,MTX    ,201809     ,150202,10654,4,-,-, 
20180817,MTX    ,201809     ,150203,10655,2,-,-, 
20180817,MTX    ,201809     ,150203,10654,2,-,-, 
20180817,MTX    ,201809     ,150204,10654,2,-,-, 
20180817,MTX    ,201809     ,150204,10654,2,-,-, 
20180817,MTX    ,201809     ,150206,10654,2,-,-, 
20180817,MTX    ,201809     ,150208,10654,2,-,-, 
20180817,MTX    ,201809     ,150209,10654,2,-,-, 
20180817,MTX    ,201809     ,150210,10654,2,-,-, 
20180817,MTX    ,201809     ,150210,10655,6,-,-, 
20180817,MTX    ,201809     ,150211,10654,2,-,-, 
20180817,MTX    ,201809     ,150211,10654,2,-,-, 
20180817,MTX    ,201809     ,150217,10654,2,-,-, 
20180817,MTX    ,201809     ,150222,10654,2,-,-, 
20180817,MTX    ,201809     ,150224,10654,2,-,-, 
20180817,MTX    ,201809     ,150226,10654,2,-,-, 
20180817,MTX    ,201809     ,150233,10653,2,-,-, 
20180817,MTX    ,201809     ,150233,10654,2,-,-, 
20180817,MTX    ,201809     ,150236,10654,2,-,-, 
20180817,MTX    ,201809     ,150238,10653,2,-,-, 
20180817,MTX    ,201809     ,150239,10654,2,-,-, 
20180817,MTX    ,201809     ,150239,10654,2,-,-, 
20180817,MTX    ,201809     ,150239,10654,2,-,-, 
20180817,MTX    ,201809     ,150239,10654,4,-,-, 
20180817,MTX    ,201809     ,150245,10654,2,-,-, 
20180817,MTX    ,201809     ,150248,10654,2,-,-, 
20180817,MTX    ,201809     ,150248,10655,4,-,-, 
20180817,MTX    ,201809     ,150255,10654,2,-,-, 
20180817,MTX    ,201809     ,150255,10654,2,-,-, 
20180817,MTX    ,201809     ,150259,10654,2,-,-, 
20180817,MTX    ,201809     ,150314,10653,2,-,-, 
20180817,MTX    ,201809     ,150315,10653,2,-,-, 
20180817,MTX    ,201809     ,150319,10653,2,-,-, 
20180817,MTX    ,201809     ,150320,10653,2,-,-, 
20180817,MTX    ,201809     ,150323,10653,2,-,-, 
20180817,MTX    ,201809     ,150323,10653,2,-,-, 
20180817,MTX    ,201809     ,150323,10653,2,-,-, 
20180817,MTX    ,201809     ,150323,10653,2,-,-, 
20180817,MTX    ,201809     ,150323,10653,2,-,-, 
20180817,MTX    ,201809     ,150323,10653,2,-,-, 
20180817,MTX    ,201809     ,150323,10653,2,-,-, 
20180817,MTX    ,201809     ,150323,10653,2,-,-, 
20180817,MTX    ,201809     ,150323,10653,2,-,-, 
20180817,MTX    ,201809     ,150323,10653,2,-,-, 
20180817,MTX    ,201809     ,150323,10653,4,-,-, 
20180817,MTX    ,201809     ,150323,10653,2,-,-, 
20180817,MTX    ,201809     ,150324,10653,4,-,-, 
20180817,MTX    ,201809     ,150328,10652,2,-,-, 
20180817,MTX    ,201809     ,150329,10653,2,-,-, 
20180817,MTX    ,201809     ,150329,10653,4,-,-, 
20180817,MTX    ,201809     ,150330,10652,2,-,-, 
20180817,MTX    ,201809     ,150333,10652,2,-,-, 
20180817,MTX    ,201809     ,150336,10652,2,-,-, 
20180817,MTX    ,201809     ,150340,10652,2,-,-, 
20180817,MTX    ,201809     ,150340,10652,2,-,-, 
20180817,MTX    ,201809     ,150340,10652,2,-,-, 
20180817,MTX    ,201809     ,150342,10652,2,-,-, 
20180817,MTX    ,201809     ,150344,10652,2,-,-, 
20180817,MTX    ,201809     ,150344,10651,2,-,-, 
20180817,MTX    ,201809     ,150344,10651,4,-,-, 
20180817,MTX    ,201809     ,150344,10651,2,-,-, 
20180817,MTX    ,201809     ,150349,10651,2,-,-, 
20180817,MTX    ,201809     ,150351,10651,2,-,-, 
20180817,MTX    ,201809     ,150352,10651,2,-,-, 
20180817,MTX    ,201809     ,150354,10651,2,-,-, 
20180817,MTX    ,201809     ,150354,10651,2,-,-, 
20180817,MTX    ,201809     ,150400,10651,2,-,-, 
20180817,MTX    ,201809     ,150402,10651,2,-,-, 
20180817,MTX    ,201809     ,150403,10652,2,-,-, 
20180817,MTX    ,201809     ,150407,10651,2,-,-, 
20180817,MTX    ,201809     ,150407,10651,2,-,-, 
20180817,MTX    ,201809     ,150413,10652,2,-,-, 
20180817,MTX    ,201809     ,150413,10652,4,-,-, 
20180817,MTX    ,201809     ,150414,10652,2,-,-, 
